446,00477348,0000849
447,00477348,0000982
448,00071853,0001037
449,00071853,0000092
450,00071853,0001385
451,00266697,0000235
452,00266697,0001016
453,00266697,0000435
454,00057115,0000537
455,00057115,0001258
456,00057115,0000277
457,00084787,0000621
458,00084787,0000979
459,00084787,0202966
460,00042876,0001536
461,00042876,0477553
462,00042876,0605270
463,00266543,0000983
464,00266543,0001122
465,00266543,1071252
466,00080678,0000164
467,00080678,0000457
468,00080678,0000843
469,00071315,0000197
470,00071315,0001159
471,00071315,0001379
472,10872600,4043618
473,10872600,3918035
474,10872600,1212722
475,00031381,0000022
476,00031381,0000046
477,00031381,0593775
478,00434409,0915989
479,00434409,0000204
480,00434409,0001291
481,00046912,0001537
482,00046912,0000038
483,00046912,0191950
484,00347149,0047962
485,00347149,0454120
486,00347149,0309107
487,00081398,0000134
488,00081398,0001550
489,00081398,0000582
490,00120735,0002076
491,00120735,0002077
492,00120735,0602941
493,01305806,0201857
494,01305806,0897845
495,01305806,0706567
496,02096673,0688132
497,02096673,0352778
498,02096673,0085400
499,01392214,0413168
500,01392214,0350453
501,01392214,0205626
502,05027774,0000531
503,05027774,0000437
504,05027774,0005377
505,00050212,0000034
506,00050212,0000027
507,00050212,0370144
508,00117951,0000191
509,00117951,0001971
510,00117951,0001538
511,00116282,0000513
512,00116282,0000531
513,00116282,0000114
514,01291584,0362766
515,01291584,0000560
516,01291584,0249291
517,01205489,0000142
518,01205489,3057402
519,01205489,1542291
520,00264464,0000138
521,00264464,0000158
522,00264464,0000686
523,00096283,0847054
524,00096283,0383022
525,00096283,0757076
526,00405159,0005476
527,00405159,0000142
528,00405159,0000151
529,04729430,0005403
530,04729430,0799777
531,04729430,0429069
532,01201607,0705356
533,01201607,0914612
534,01201607,0342488
535,00118849,0619870
536,00118849,0268488
537,00118849,0781245
538,00083658,0000148
539,00083658,0000442
540,00083658,0000707
541,02024544,0252230
542,02024544,0931324
543,02024544,1055413
544,00112471,0000160
545,00112471,0000365
546,00112471,0248600
547,00015864,0000122
548,00015864,0841501
549,00015864,0615306
550,02278388,0000146
551,02278388,0000719
552,02278388,0023832
553,00052618,0000032
554,00052618,0370144
555,00052618,0000963
556,02267998,0000255
557,02267998,0683253
558,02267998,0000439
559,00047296,0000008
560,00047296,0001500
561,00047296,0002011
562,00072684,0641939
563,00072684,0001943
564,00072684,0535861
565,02119532,1940449
566,02119532,0941777
567,02119532,3478396
568,00107207,0000358
569,00107207,0000592
570,00107207,0188949
571,00017925,0000036
572,00017925,0533045
573,00017925,0147070
574,00077416,0000134
575,00077416,0000686
576,00077416,0001030
577,00353969,0814280
578,00353969,1235292
579,00353969,1323287
580,00050986,0803705
581,00050986,0000761
582,00050986,0862026
583,00046268,0598971
584,00046268,0889024
585,00046268,0886870
586,00041959,0000080
587,00041959,0001072
588,00041959,0885098
589,03011894,0334882
590,03011894,0555404
591,03011894,0897640
592,00015324,0000036
593,00015324,0570230
594,00015324,0444172
595,01392190,0362766
596,01392190,0000234
597,01392190,0396558
598,00097165,0000245
599,00097165,0000494
600,00097165,0000160
601,00031679,0000071
602,00031679,0000795
603,00031679,0001647
604,00198781,0000345
605,00198781,0000422
606,00198781,0316701
607,00892769,0059431
608,00892769,0124930
609,00892769,2395586
610,00073195,0001702
611,00073195,0001727
612,00073195,0000377
613,00978762,0001057
614,00978762,0000450
615,00978762,0051509
616,00050976,0001884
617,00050976,0085038
618,00050976,0252345
619,03170832,0488953
620,03170832,5016878
621,03170832,0108703
622,00118715,0000313
623,00118715,0000422
624,00118715,0000194
625,01950186,0000354
626,01950186,0000288
627,01950186,1256532
628,00046438,0753479
629,00046438,0383261
630,00046438,0945522
631,00382932,0004951
632,00382932,0738918
633,00382932,0652663
634,00075148,0000230
635,00075148,0001735
636,00075148,0949350
637,00395169,0000332
638,00395169,0645683
639,00395169,0001618
640,00019254,0266029
641,00019254,0798564
642,00019254,0075551
643,03315342,0413168
644,03315342,0001772
645,03315342,6748436
646,00091763,0000221
647,00091763,0000297
648,00091763,0000353
649,01895587,0749263
650,01895587,0000474
651,01895587,1046097
652,00088247,0000216
653,00088247,0000157
654,00088247,0000299
655,15097216,1421814
656,15097216,7934649
657,15097216,8904193
658,00381681,0000160
659,00381681,0000365
660,00381681,0229943
661,01979320,0117709
662,01979320,1165110
663,01979320,1312575
664,00074958,0001159
665,00074958,0000034
666,00074958,0002075
667,00092005,0000696
668,00092005,0000203
669,00092005,0000397
670,00036868,0001485
671,00036868,0000763
672,00036868,0545298
673,00113247,0001993
674,00113247,0468003
675,00113247,0846548
676,00032138,0000023
677,00032138,0604656
678,00032138,0001961
679,00758758,0386472
680,00758758,0000681
681,00758758,0001416
682,00070047,0000995
683,00070047,0001884
684,00070047,0000304
685,00325980,0000136
686,00325980,0001691
687,00325980,0089217
688,00317705,0005266
689,00317705,0000168
690,00317705,0000456
691,00035446,0001479
692,00035446,0000912
693,00035446,0821041
694,00107048,0000195
695,00107048,0000510
696,00107048,0254402
697,00032551,0000020
698,00032551,0002034
699,00032551,0001017
700,01028532,0000152
701,01028532,0000260
702,01028532,0846480
703,00476735,1002038
704,00476735,0476334
705,00476735,0406157
706,00058946,0352835
707,00058946,0552483
708,00058946,0754272
709,04016934,1195119
710,04016934,1978402
711,04016934,2437361
712,00245712,0248408
713,00245712,0305558
714,00245712,0865949
715,00032976,0000059
716,00032976,0000021
717,00032976,0001695
718,00061512,0000056
719,00061512,0001421
720,00061512,0001510
721,00059742,0000267
722,00059742,0001626
723,00059742,0662223
724,00048473,0052333
725,00048473,0052334
726,00048473,0052343
727,00025316,0000022
728,00025316,0001055
729,00025316,0175369
730,00129167,0547349
731,00129167,0001065
732,00129167,0000098
733,00053198,0529543
734,00053198,0753716
735,00053198,0561158
736,01454029,0205626
737,01454029,1297015
738,01454029,0818055
739,00060827,0000761
740,00060827,0880521
741,00060827,0472234
742,00079470,0001037
743,00079470,0000092
744,00079470,0001589
745,00103639,0918334
746,00103639,0000245
747,00103639,0488306
748,00099348,0000126
749,00099348,0001521
750,00099348,0001295
