1,00111161,0000209
2,00111161,0000151
3,00111161,0348409
4,00068646,0000008
5,00068646,0000199
6,00068646,0001001
7,00468569,0000288
8,00468569,0005132
9,00468569,0001173
10,00071562,0000199
11,00071562,0000134
12,00071562,0000380
13,00050083,0000020
14,00050083,0002011
15,00050083,0000842
16,00108052,0000553
17,00108052,0000146
18,00108052,0001426
19,00167260,0000704
20,00167260,0001557
21,00167260,0005212
22,00110912,0000237
23,00110912,0000235
24,00110912,0000168
25,00120737,0000704
26,00120737,0005212
27,00120737,0089217
28,00060196,0000142
29,00060196,0908919
30,00060196,0001812
31,00109830,0000158
32,00109830,0000705
33,00109830,0000641
34,00137523,0000093
35,00137523,0001570
36,00137523,0001533
37,00167261,0000704
38,00167261,0005212
39,00167261,0001557
40,01375666,0000138
41,01375666,0330687
42,01375666,0680983
43,00080684,0000434
44,00080684,0000148
45,00080684,0000402
46,00133093,0000206
47,00133093,0000401
48,00133093,0005251
49,00099685,0000134
50,00099685,0000501
51,00099685,0000582
52,09362722,4271336
53,09362722,2794962
54,09362722,3109964
55,00073486,0000197
56,00073486,0001221
57,00073486,0077720
58,00114369,0000151
59,00114369,0000093
60,00114369,0000228
61,00038650,0000071
62,00038650,0001656
63,00038650,0000859
64,00047478,0001536
65,00047478,0793766
66,00047478,0875477
67,00102926,0000149
68,00102926,0000164
69,00102926,0095029
70,00816692,0000190
71,00816692,0004266
72,00816692,1567113
73,00120815,0000158
74,00120815,0000354
75,00120815,0001744
76,00317248,1179105
77,00317248,1129884
78,00317248,0618690
79,00118799,0000905
80,00118799,0000971
81,00118799,0134493
82,00120689,0000158
83,00120689,0003817
84,00120689,0001556
85,00076759,0000434
86,00076759,0000148
87,00076759,0000402
88,00103064,0000216
89,00103064,0000157
90,00103064,0000411
91,00088763,0000150
92,00088763,0000502
93,00088763,0000670
94,00245429,0153738
95,00245429,0687189
96,00245429,0997115
97,00253474,0004778
98,00253474,0470981
99,00253474,0277975
100,00054215,0000578
101,00054215,0001463
102,00054215,0587256
103,06751668,0814280
104,06751668,1310525
105,06751668,1856097
106,00172495,0000128
107,00172495,0001618
108,00172495,0001567
109,00110357,0000111
110,00110357,0000460
111,00110357,0000469
112,00110413,0000606
113,00110413,0000198
114,00110413,0000204
115,15398776,0614165
116,15398776,1289434
117,15398776,0000354
118,00120586,0001570
119,00120586,0000411
120,00120586,0000350
121,00407887,0000138
122,00407887,0000354
123,00407887,0000197
124,02582802,1886602
125,02582802,0799777
126,02582802,2552034
127,00482571,0000288
128,00482571,0413168
129,00482571,0424060
130,00114814,0000228
131,00114814,0000321
132,00114814,0001590
133,00095327,0851302
134,00095327,0794186
135,00095327,0945312
136,00034583,0000007
137,00034583,0000006
138,00034583,0002134
139,00056058,0619938
140,00056058,0410968
141,00056058,0412615
142,01675434,0167388
143,01675434,1082477
144,01675434,0494504
145,00027977,0000122
146,00027977,0002104
147,00027977,0074788
148,00095765,0634159
149,00095765,0134073
150,00095765,0041066
151,00064116,0000020
152,00064116,0000314
153,00064116,0001012
154,00047396,0000071
155,00047396,0000038
156,00047396,0179819
157,00078748,0000244
158,00078748,0000643
159,00078748,0000457
160,00021749,0000122
161,00021749,0156039
162,00021749,5681967
163,00078788,0000640
164,00078788,0000008
165,00078788,0000380
166,00209144,0001602
167,00209144,0005251
168,00209144,0001592
169,01853728,0004937
170,01853728,0910607
171,01853728,0000138
172,00082971,0000148
173,00082971,0000261
174,00082971,0293550
175,00910970,0123785
176,00910970,2264184
177,00910970,0307531
178,00405094,0618057
179,00405094,0311476
180,00405094,0462407
181,00043014,0000034
182,00043014,0841797
183,00043014,0002233
184,00050825,0000018
185,00050825,0576127
186,00050825,0579663
187,04154756,0000375
188,04154756,1165110
189,04154756,0749263
190,00081505,0000197
191,00081505,0001167
192,00081505,0515950
193,00032553,0000122
194,00032553,0002104
195,00032553,0642988
196,00051201,0000061
197,00051201,0000017
198,00051201,0001452
199,04633694,4271336
200,04633694,2159926
201,04633694,2794962
202,00090605,0000244
203,00090605,0000299
204,00090605,0001343
205,00169547,0000228
206,00169547,0000906
207,00169547,0000301
208,01345836,0000288
209,01345836,0362766
210,01345836,0004266
211,00361748,0000093
212,00361748,1208167
213,00361748,0744834
214,00057012,0000634
215,00057012,0001715
216,00057012,0001330
217,00364569,0158856
218,00364569,0949167
219,00364569,1367246
220,02380307,5645519
221,02380307,0305558
222,02380307,0000973
223,00086879,0000719
224,00086879,0001371
225,00086879,0000931
226,00114709,0000158
227,00114709,0000741
228,00114709,0725543
229,00082096,0001638
230,00082096,0344963
231,00082096,0921044
232,00112573,0000154
233,00112573,0000521
234,00112573,0001526
235,07286456,0001618
236,07286456,0000134
237,07286456,5939164
238,04154796,0000375
239,04154796,0262635
240,04154796,0749263
241,00119698,0559444
242,00119698,0410942
243,00119698,0849100
244,00119217,0000245
245,00119217,0000354
246,00119217,0000255
247,00087843,0000134
248,00087843,0000249
249,00087843,0001527
250,05311514,1126340
251,05311514,4759838
252,05311514,6954008
253,01187043,0451148
254,01187043,0534856
255,01187043,1587175
256,00057565,0001536
257,00057565,0755403
258,00057565,0619938
259,00045152,0000037
260,00045152,0640307
261,00045152,0001666
262,00180093,0000995
263,00180093,0001467
264,00180093,0000124
265,08267604,9862858
266,08267604,9862859
267,08267604,9862860
268,00435761,0000158
269,00435761,0000741
270,00435761,0000349
271,00091251,0470385
272,00091251,0592500
273,00091251,0490708
274,00086190,0000434
275,00086190,0000148
276,00086190,0000402
277,00338013,0000120
278,00338013,0000701
279,00338013,0929489
280,00062622,0001158
281,00062622,0516972
282,00062622,0843213
283,02106476,0586568
284,02106476,0488917
285,02106476,5038871
286,00105236,0000172
287,00105236,0000619
288,00105236,0000514
289,00044741,0793766
290,00044741,0437520
291,00044741,0385443
292,00056172,0000564
293,00056172,0000027
294,00056172,0000063
295,00033467,0000080
296,00033467,0001072
297,00033467,0173827
298,00022100,0000048
299,00022100,0927145
300,00022100,0484737
301,00053125,0000026
302,00053125,0001693
303,00053125,0000051
304,00053604,0000493
305,00053604,0000511
306,00053604,0534045
307,00052357,0000071
308,00052357,0001571
309,00052357,0000895
310,00036775,0534045
311,00036775,0001766
312,00036775,0000064
313,00211915,0851582
314,00211915,0440913
315,00211915,0749363
316,00086250,0000199
317,00086250,0000201
318,00086250,0000874
319,00093058,0000546
320,00093058,0000388
321,00093058,0000352
322,00066921,0000532
323,00066921,0535861
324,00066921,0060988
325,01255953,0044073
326,01255953,0246386
327,01255953,0309945
328,08503618,0592135
329,08503618,5623883
330,08503618,1502434
331,00113277,0000199
332,00113277,0000134
333,00113277,0000174
334,01049413,0000799
335,01049413,2973712
336,01049413,0001652
337,00056592,0000060
338,00056592,0576345
339,00056592,0653942
340,00070735,0000056
341,00070735,0000602
342,00070735,0001727
343,01832382,1818216
344,01832382,0368689
345,01832382,4299147
346,00097576,0000148
347,00097576,0000125
348,00097576,0233145
349,00017136,0375609
350,00017136,0002154
351,00017136,0297054
352,00095016,0000246
353,00095016,0000614
354,00095016,0000889
355,00119488,0000228
356,00119488,0000128
357,00119488,0001602
358,00040522,0536009
359,00040522,0821543
360,00040522,0136794
361,00208092,0005458
362,00208092,0000093
363,00208092,0334318
364,00986264,2594301
365,00986264,0451148
366,00986264,2540053
367,00075314,0000134
368,00075314,0000149
369,00075314,0001732
370,08579674,2835616
371,08579674,1126657
372,08579674,0990547
373,00363163,0004486
374,00363163,0487884
375,00363163,0559890
376,05074352,0451148
377,05074352,2799219
378,05074352,0760778
379,01745960,0000129
380,01745960,0000124
381,01745960,1886602
382,00059578,0000142
383,00059578,0001812
384,00059578,0002231
385,00372784,0000288
386,00372784,0000323
387,00372784,0913822
388,00053291,0000054
389,00053291,0000348
390,00053291,0000493
391,00012349,0000122
392,00012349,0701012
393,00012349,0001067
394,00993846,0000138
395,00993846,1706767
396,00993846,3053338
397,10272386,0000164
398,10272386,1469236
399,10272386,0309693
400,06966692,0001557
401,06966692,0991810
402,06966692,0004802
403,00042192,0000012
404,00042192,0000879
405,00042192,0001695
406,00055031,0000075
407,00055031,0000044
408,00055031,0001847
409,00120382,0000120
410,00120382,0000438
411,00120382,0001473
412,00469494,0000358
413,00469494,0200452
414,00469494,0001354
415,00089881,0619938
416,00089881,0855417
417,00089881,0628704
418,00112641,0000134
419,00112641,0000232
420,00112641,0000582
421,01130884,0000138
422,01130884,0607865
423,01130884,0749263
424,00457430,1419440
425,00457430,0317725
426,00457430,0530365
427,00167404,0000246
428,00167404,0005286
429,00167404,0001057
430,00105695,0000142
431,00105695,0000432
432,00105695,0000151
433,00107290,0000554
434,00107290,0000368
435,00107290,0000156
436,00268978,0000128
437,00268978,0000438
438,00268978,0000124
439,00040897,0000007
440,00040897,0404158
441,00040897,0392529
442,00055630,0001536
443,00055630,0867391
444,00055630,0619938
445,00477348,0000169
